ncvFD_AFR	ncvFD_EUR	ncvFD_ASN	ncv_AFR	ncv_EUR	ncv_ASN	hka_AFR	hka_EUR	hka_ASN	tajd_AFR
0.4433	0.4403	0.4946	0.2944	0.2132	0.48	0.4865	0.3784	0.3784	2.01854
0.4412	0.4405	0.488	0.2846	0.3008	0.4608	0.4865	0.5405	0.4595	2.1885
0.4366	0.4374	0.494	0.3028	0.285	0.4835	0.6	0.5333	0.5778	1.97298
0.4634	0.4567	0.4557	0.3619	0.332	0.3044	0.4211	0.4211	0.3684	0.684557
0.45	0.4352	0.4658	0.3542	0.2563	0.3676	0.617	0.4894	0.4043	0.916381
0.4602	0.4601	0.4951	0.3815	0.3185	0.4786	0.5778	0.3478	0.3043	0.276341
0.4071	0.3808	0.4391	0.3286	0.2103	0.3683	1.4583	1.0417	1	1.50041
0.4418	0.4386	0.4968	0.3182	0.2975	0.4894	0.5833	0.5556	0.4444	1.61941
0.443	0.4419	0.48	0.3509	0.3198	0.4398	0.7353	0.5882	0.5294	0.974221
0.4232	0.421	0.4728	0.3065	0.1561	0.4269	0.8333	0.4762	0.6429	1.95294
0.4085	0.4187	0.4461	0.2974	0.3134	0.3847	1.0606	0.9697	1	2.1308
0.4276	0.4203	0.45	0.3153	0.2741	0.3623	0.8056	0.7222	0.6667	1.74414
0.4413	0.4233	0.4933	0.3734	0.27	0.4841	1	0.6667	0.7333	0.476296
0.4321	0.4278	0.4373	0.2697	0.203	0.2717	0.5556	0.4722	0.5	2.47336
0.4232	0.4343	0.4997	0.2382	0.2813	0.49	0.58	0.56	0.0339	3.09614
0.4702	0.4732	0.4917	0.3589	0.3678	0.451	0.3137	0.2941	0.2157	0.74766
0.4473	0.4396	0.497	0.3676	0.2962	0.4177	0.7692	0.5385	0.0417	0.612698
0.4482	0.4426	0.4987	0.3521	0.2853	0.4851	0.6389	0.4722	0.0976	0.938874
0.4155	0.4114	0.4174	0.2851	0.2716	0.2657	0.8462	0.8462	0.7308	2.24269
0.423	0.4212	0.4879	0.3205	0.2945	0.4692	0.9333	0.8	0.6667	1.63206
0.4199	0.4176	0.4931	0.3232	0.2377	0.4817	1.0256	0.641	0.6154	1.63205
0.411	0.4223	0.4909	0.27	0.3002	0.4802	0.8438	0.8125	0.875	2.56323
0.4392	0.434	0.4666	0.3095	0.2208	0.3912	0.5882	0.4412	0.5	1.7752
0.4428	0.4369	0.4538	0.3457	0.2787	0.3224	0.7045	0.5227	0.4318	1.11462
0.4242	0.4149	0.4738	0.34	0.2149	0.4339	1.0882	0.6176	0.7059	1.25907
0.4551	0.4584	0.4717	0.2752	0.281	0.3636	0.3261	0.3043	0.3043	2.27622
0.4473	0.4549	0.4919	0.3391	0.2883	0.4702	0.587	0.3478	0.383	1.23966
0.3979	0.4001	0.4919	0.267	0.2495	0.4817	1.0541	0.9189	0.8108	2.70991
0.4351	0.4368	0.499	0.3513	0.2893	0.49	0.9211	0.5526	0.1111	1.00126
0.458	0.4506	0.4957	0.3596	0.2672	0.4816	0.5	0.3571	0.3095	0.763555
0.4374	0.444	0.4924	0.3436	0.3489	0.4758	0.8	0.7	0.4667	1.12755
0.4364	0.4402	0.4926	0.3101	0.1712	0.4734	0.6316	0.3421	0.3947	1.80655
0.4272	0.4312	0.454	0.3042	0.3127	0.3591	0.75	0.7273	0.5682	1.98734
0.3321	0.3211	0.4012	0.2269	0.1895	0.3499	2.375	2.1875	2.3125	3.34834
0.4507	0.4361	0.4881	0.3931	0.2861	0.4719	0.9655	0.5517	0.7586	-0.00488565
0.4246	0.4196	0.4866	0.3071	0.2735	0.4633	0.8108	0.7297	0.5946	1.91085
0.452	0.4552	0.4616	0.3527	0.3079	0.3197	0.5714	0.381	0.3333	0.931069
0.4321	0.4484	0.4946	0.3329	0.3479	0.4807	0.8333	0.6111	0.3947	1.3873
0.4541	0.4557	0.4748	0.3007	0.2258	0.4005	0.3784	0.2703	0.3784	1.82942
0.4551	0.4991	0.4993	0.3284	0.4834	0.49	0.4318	0.0588	0.0784	1.39862
0.4542	0.4513	0.485	0.3134	0.2986	0.4497	0.4043	0.4043	0.4468	1.68798
0.4485	0.4471	0.4608	0.2925	0.2637	0.3216	0.4231	0.3846	0.3462	2.11203
0.4293	0.4314	0.4938	0.2909	0.2591	0.4814	0.6585	0.5366	0.5122	2.19482
0.4505	0.4493	0.4943	0.3683	0.3252	0.484	0.7	0.5	0.5667	0.571914
0.4158	0.4279	0.5	0.2911	0.2677	NA	0.875	0.6	0	2.24931
0.4033	0.3978	0.4918	0.2607	0.2481	0.4826	0.9231	0.9487	0.8974	2.79987
0.4188	0.4028	0.4308	0.3314	0.2128	0.3292	1.1389	0.75	0.8333	1.45886
0.4032	0.4187	0.4798	0.2036	0.2816	0.4515	0.7222	0.7778	0.75	3.53758
0.418	0.4343	0.4991	0.3253	0.3481	0.49	1.0909	0.9091	0.0952	1.57375
0.4434	0.4333	0.4833	0.3688	0.1911	0.4563	0.8824	0.4118	0.6471	0.584166
0.4226	0.402	0.4959	0.2997	0.1809	0.4894	0.8039	0.6863	0.6275	2.11446
0.4093	0.4356	0.4843	0.3344	0.366	0.4667	1.48	1.08	0.92	1.38191
0.4264	0.4261	0.4438	0.2527	0.2418	0.3053	0.5778	0.5556	0.5111	2.83633
0.4331	0.4223	0.4989	0.3559	0.2634	0.4834	1.0263	0.6579	0.0698	0.90371
0.4155	0.4223	0.439	0.2718	0.2831	0.3171	0.7838	0.7297	0.6216	2.55309
0.442	0.4288	0.4452	0.3303	0.2199	0.3033	0.6341	0.4878	0.4878	1.41876
0.4339	0.4008	0.4884	0.3533	0.1684	0.4698	0.973	0.6757	0.6486	0.958123
0.4327	0.4133	0.4764	0.3242	0.1707	0.4283	0.7647	0.5588	0.5294	1.5432
0.4497	0.4493	0.4699	0.3331	0.2881	0.3798	0.5238	0.4048	0.381	1.33291
0.4142	0.4051	0.4993	0.322	0.2111	0.485	1.1562	0.7188	0.05	1.64647
0.4257	0.4257	0.4718	0.3151	0.2714	0.4169	0.84	0.64	0.56	1.8074
0.4404	0.4335	0.4967	0.3225	0.2731	0.4892	0.6226	0.5472	0.4528	1.61965
0.4291	0.4375	0.4998	0.2744	0.2459	0.49	0.6053	0.4474	0.0213	2.44027
0.4464	0.4391	0.4966	0.3168	0.2745	0.4888	0.5128	0.4872	0.4359	1.63636
0.4573	0.4526	0.4966	0.3349	0.2632	0.4872	0.4211	0.3333	0.3684	1.30942
0.4305	0.4277	0.4413	0.3498	0.2791	0.3393	1.0278	0.6389	0.6944	1.03996
0.4553	0.4553	0.4995	0.3202	0.29	0.49	0.4082	0.3469	0.0577	1.57034
0.4194	0.4257	0.4747	0.2475	0.302	0.4328	0.6471	0.7647	0.6471	2.85698
0.4034	0.3916	0.3757	0.2959	0.2458	0.1319	1.16	1.04	0.88	2.1198
0.4474	0.4403	0.4907	0.3361	0.2668	0.4626	0.5714	0.4571	0.3429	1.25389
0.4614	0.4641	0.4791	0.349	0.3247	0.41	0.4074	0.3148	0.3333	1.00059
0.448	0.4461	0.4924	0.3441	0.2676	0.4729	0.6	0.4	0.4	1.09646
0.4549	0.4404	0.4852	0.3686	0.2464	0.4502	0.6053	0.4211	0.4474	0.571272
0.4405	0.4413	0.4832	0.3446	0.2953	0.4522	0.7429	0.5143	0.5714	1.11662
0.3855	0.3793	0.4996	0.2238	0.1764	0.49	1.0294	0.9412	0.0455	3.36935
0.4426	0.4299	0.4481	0.3368	0.2493	0.297	0.6562	0.5312	0.4375	1.24818
0.393	0.3588	0.4935	0.3246	0.2428	0.4893	1.9474	1.7368	1.5789	1.59233
0.3759	0.3742	0.4926	0.2606	0.248	0.4852	1.48	1.4	1	2.80805
0.4618	0.4566	0.4985	0.3865	0.3479	0.4767	0.575	0.475	0.0698	0.154299
0.4205	0.4179	0.4705	0.2983	0.2819	0.4281	0.8333	0.7917	0.75	1.98082
0.4027	0.4002	0.4901	0.3148	0.2891	0.4555	1.3913	1.1739	0.3	1.77125
0.4547	0.4587	0.4888	0.3574	0.3164	0.4488	0.5472	0.3585	0.2963	0.844987
0.4325	0.4225	0.4979	0.3436	0.2036	0.4579	0.913	0.5217	0.0545	1.19312
0.4255	0.4313	0.4649	0.2552	0.2409	0.3758	0.5952	0.5	0.4524	2.78288
0.4529	0.4434	0.4475	0.3585	0.2785	0.3397	0.5862	0.4483	0.5862	0.764842
0.4049	0.3993	0.457	0.2936	0.2488	0.3955	1.1071	0.9286	0.7857	2.1775
0.4502	0.4495	0.4763	0.3631	0.2411	0.4327	0.6667	0.3333	0.5833	0.700597
0.4455	0.4213	0.4443	0.3786	0.2292	0.3339	0.9355	0.5806	0.6129	0.350586
0.4619	0.4584	0.4942	0.3367	0.3383	0.4734	0.3667	0.4167	0.2833	1.25872
0.4331	0.4195	0.4918	0.3219	0.2366	0.4787	0.7447	0.617	0.6383	1.63913
0.4555	0.4478	0.4747	0.3385	0.2053	0.4168	0.4583	0.3125	0.4792	1.22135
0.4424	0.4244	0.4916	0.3221	0.2371	0.4783	0.5897	0.5641	0.641	1.56178
0.4588	0.4592	0.4902	0.309	0.2555	0.4521	0.3433	0.2687	0.2687	1.81803
0.4232	0.4162	0.4314	0.2964	0.2411	0.3005	0.7778	0.6667	0.6667	2.1019
0.4458	0.4392	0.4932	0.3347	0.212	0.4727	0.5909	0.3864	0.3409	1.32612
0.4643	0.4676	0.4976	0.3906	0.3427	0.4685	0.5455	0.3091	0.0833	0.0578621
