ncvFD_AFR	ncvFD_EUR	ncvFD_ASN	ncv_AFR	ncv_EUR	ncv_ASN	hka_AFR	hka_EUR	hka_ASN	tajd_AFR
0.4605	0.4613	0.4957	0.39	0.3753	0.4613	0.6333	0.5167	0.1304	0.0735494
0.4676	0.4963	0.4992	0.3845	0.4834	0.4823	0.4433	0.2887	0.0485	0.21653
0.4587	0.4736	0.4977	0.4261	0.4414	0.4834	1.3704	0.8727	0.1622	-0.924336
0.4917	0.4933	0.4988	0.4653	0.4486	0.4774	0.3267	0.1584	0.0577	-1.99673
0.4754	0.4742	0.4767	0.424	0.3767	0.3902	0.519	0.3038	0.3038	-0.831595
0.4722	0.4603	0.4973	0.4126	0.3145	0.4893	0.5116	0.3372	0.3372	-0.521238
0.4609	0.4952	0.4991	0.4019	0.4875	0.4735	0.7391	0.6377	0.0341	-0.236882
0.4593	0.4977	0.4967	0.3978	0.4739	0.4659	0.7397	0.1	0.1111	-0.128447
0.4752	0.4995	0.4988	0.4137	0.49	0.4766	0.443	0.0575	0.0575	-0.542332
0.4439	0.4457	0.491	0.3402	0.3144	0.4757	0.6515	0.5152	0.6061	1.27087
0.4513	0.4364	0.4979	0.3631	0.2913	0.4794	0.6452	0.5645	0.1169	0.738024
0.4722	0.496	0.4989	0.4367	0.4868	0.49	0.8387	0.4348	0.1299	-1.20916
0.4616	0.4617	0.4944	0.3907	0.3634	0.4526	0.6104	0.4545	0.1395	0.0572489
0.4673	0.4697	0.4979	0.4089	0.3683	0.4732	0.619	0.3452	0.0851	-0.427374
0.467	0.4127	0.477	0.4332	0.3012	0.4501	1.0484	1	0.9032	-1.12425
0.478	0.488	0.497	0.4375	0.4564	0.4803	0.5821	0.3971	0.1857	-1.20764
0.4455	0.466	0.4966	0.3352	0.4029	0.4642	0.5977	0.5977	0.1078	1.40053
0.4226	0.4976	0.4972	0.3374	0.468	0.4667	1.1017	0.0843	0.0964	1.37042
0.4498	0.4569	0.4881	0.363	0.3715	0.4689	0.6765	0.5821	0.6418	0.748427
0.4679	0.4575	0.4985	0.3936	0.3097	0.483	0.4844	0.3594	0.0959	-0.0161241
0.4644	0.496	0.4982	0.401	0.469	0.4837	0.6271	0.1549	0.1268	-0.20849
0.4677	0.4996	0.498	0.3964	0.49	0.477	0.506	0.0421	0.0947	-0.0890174
0.469	0.4548	0.4977	0.4167	0.3406	0.4778	0.65	0.475	0.1158	-0.642109
0.4643	0.4967	0.4992	0.3884	0.4634	0.4872	0.5326	0.1038	0.066	0.117444
0.4565	0.44	0.4975	0.3939	0.3441	0.4811	0.7812	0.75	0.1538	-0.025466
0.4492	0.4103	0.4991	0.4008	0.2797	0.4851	1.1719	0.9062	0.0652	-0.211999
0.4642	0.4953	0.4946	0.3954	0.4335	0.46	0.5846	0.0811	0.1622	-0.0636387
0.4701	0.4956	0.4974	0.4143	0.4677	0.4643	0.589	0.1647	0.0824	-0.567654
0.4679	0.4487	0.4928	0.4253	0.3371	0.4798	0.8194	0.5556	0.5694	-0.890752
0.4371	0.4921	0.4985	0.3622	0.4808	0.4877	0.9848	0.7164	0.1413	0.78303
0.4547	0.4978	0.4981	0.4161	0.4802	0.4812	1.2885	0.1299	0.1169	-0.63366
0.442	0.4703	0.4954	0.3383	0.4192	0.4635	0.6761	0.6338	0.1481	1.32293
0.4693	0.4757	0.48	0.3992	0.3997	0.4266	0.4881	0.3571	0.4048	-0.161775
0.4356	0.4901	0.4551	0.3737	0.4768	0.3831	1.2041	0.7692	0.7115	0.495481
0.4761	0.4989	0.496	0.4178	0.4805	0.4514	0.4483	0.0625	0.0938	-0.657222
0.4409	0.4964	0.4836	0.3449	0.4541	0.456	0.7377	0.0897	0.623	1.16823
0.4624	0.4633	0.4793	0.3852	0.3741	0.4219	0.5541	0.473	0.3919	0.19566
0.466	0.4714	0.4975	0.3972	0.4188	0.4796	0.5526	0.5921	0.1412	-0.109564
0.4568	0.4304	0.4989	0.3876	0.2773	0.4875	0.7083	0.5972	0.0952	0.138388
0.4573	0.4896	0.4978	0.3867	0.4727	0.4736	0.6857	0.6286	0.0941	0.161839
0.4606	0.4854	0.4984	0.3961	0.4574	0.4688	0.6849	0.5479	0.0549	-0.0827624
0.4746	0.4977	0.4964	0.428	0.4222	0.4612	0.5876	0.0331	0.1074	-0.965605
0.4309	0.4083	0.4491	0.3845	0.3301	0.4101	1.6977	1.4419	1.4419	0.223471
0.4541	0.4434	0.4973	0.3762	0.2692	0.4692	0.6774	0.4301	0.0991	0.433324
0.4659	0.4661	0.4952	0.4079	0.3791	0.4372	0.6506	0.4458	0.0891	-0.399697
0.4665	0.4693	0.4968	0.3861	0.3671	0.4685	0.4719	0.3483	0.1158	0.17566
0.4674	0.4673	0.4955	0.3744	0.3448	0.4575	0.4023	0.3182	0.1224	0.460208
0.44	0.4304	0.476	0.385	0.3272	0.4503	1.2414	0.8276	0.9828	0.208885
0.4593	0.4747	0.4987	0.3766	0.399	0.4815	0.5641	0.3718	0.0753	0.41457
