ncvFD_AFR	ncvFD_EUR	ncvFD_ASN	ncv_AFR	ncv_EUR	ncv_ASN	hka_AFR	hka_EUR	hka_ASN
0.4564	0.49	0.4652	0.4069	0.475	0.402	0.9773	0.6818	0.6136
0.4499	0.4951	0.4941	0.416	0.4738	0.4219	1.619	0.2353	0.0882
0.4857	0.4911	0.4934	0.4528	0.4599	0.4465	0.4545	0.2955	0.1489
0.4789	0.4951	0.4947	0.4509	0.4883	0.4501	0.7949	0.7179	0.125
0.4415	0.4996	0.4985	0.3828	0.49	0.4827	1.1379	0.0465	0.093
0.4623	0.4848	0.498	0.3903	0.4548	0.4776	0.5918	0.5306	0.1017
0.4812	0.4972	0.4981	0.4505	0.4665	0.4644	0.6429	0.0962	0.0577
0.4842	0.4979	0.4998	0.4467	0.4829	0.49	0.4468	0.14	0.02
0.4668	0.4109	0.4917	0.4469	0.3431	0.4867	1.7647	1.5882	1.7059
0.4751	0.4989	0.4979	0.425	0.488	0.4464	0.5385	0.1064	0.0426
0.478	0.4715	0.4969	0.4413	0.4087	0.4631	0.6389	0.5	0.0952
0.4572	0.4917	0.4953	0.4114	0.4796	0.4888	1.0303	0.697	0.7273
0.4955	0.4773	0.4989	0.48	0.3905	0.4768	0.2941	0.2941	0.0517
0.4733	0.497	0.4974	0.4466	0.4801	0.4861	1.0556	0.1818	0.2273
0.4576	0.4982	0.4956	0.3882	0.4821	0.4704	0.6923	0.1111	0.1778
0.4636	0.4937	0.4948	0.4029	0.3908	0.441	0.6667	0.069	0.1034
0.4819	0.4991	0.4983	0.4241	0.4875	0.4857	0.3404	0.0784	0.1373
0.483	0.4715	0.4907	0.4579	0.4322	0.3874	0.7073	0.7805	0.102
0.4823	0.4809	0.4966	0.4348	0.4143	0.4706	0.4	0.3143	0.1351
0.4848	0.4754	0.4994	0.4597	0.4297	0.485	0.6316	0.5789	0.0444
0.4215	0.4264	0.4981	0.3331	0.3423	0.462	1.0833	1.0556	0.0556
0.4795	0.494	0.4957	0.4513	0.485	0.4421	0.7674	0.6744	0.0847
0.453	0.4983	0.4985	0.4074	0.4826	0.4802	1.1429	0.1081	0.0811
0.4842	0.4979	0.499	0.4148	0.4892	0.4802	0.25	0.25	0.0517
0.4596	0.4769	0.4958	0.4264	0.4536	0.4402	1.32	1.04	0.0811
0.4821	0.4905	0.4994	0.4431	0.4677	0.485	0.4884	0.4318	0.0417
0.4813	0.4959	0.498	0.4439	0.4425	0.4803	0.5283	0.0806	0.1129
0.4592	0.4948	0.4977	0.4264	0.49	0.4801	1.3448	1.1034	0.1316
0.471	0.4769	0.4993	0.429	0.4391	0.4801	0.7442	0.6512	0.0385
0.4755	0.4687	0.4961	0.4292	0.4162	0.4473	0.5714	0.6531	0.0847
0.4522	0.4947	0.4958	0.3715	0.4253	0.4896	0.6842	0.0833	0.6842
0.4851	0.4886	0.4993	0.4611	0.4503	0.49	0.6471	0.3143	0.0789
0.4431	0.493	0.4985	0.3921	0.4867	0.4872	1.2571	1.1429	0.1373
0.4766	0.4987	0.4992	0.4505	0.486	0.48	0.9444	0.1042	0.0417
0.4618	0.4916	0.4989	0.4029	0.4787	0.488	0.7222	0.6667	0.1042
0.4635	0.4906	0.4872	0.4166	0.4741	0.4646	0.8529	0.5882	0.5882
0.4231	0.4416	0.4989	0.3426	0.3742	0.44	1.1515	1	0.02
0.4583	0.4995	0.4997	0.4022	0.49	0.49	0.8293	0.0536	0.0357
0.4564	0.488	0.4957	0.4062	0.4731	0.4633	0.9643	0.8214	0.1389
0.4704	0.4961	0.4974	0.44	0.4593	0.4735	1.0345	0.1111	0.1111
0.4687	0.4457	0.4952	0.4424	0.381	0.49	1.2692	0.9615	0.9231
0.4701	0.4988	0.4976	0.4127	0.4851	0.4684	0.5714	0.0851	0.0851
0.4835	0.4758	0.4931	0.457	0.432	0.4818	0.6486	0.5946	0.6216
0.4931	0.4979	0.4976	0.468	0.4878	0.4766	0.2857	0.2143	0.1163
0.468	0.4854	0.4983	0.4102	0.4531	0.4801	0.6111	0.4722	0.0952
0.4813	0.4752	0.495	0.4443	0.4234	0.4851	0.537	0.5185	0.5185
0.4142	0.446	0.4954	0.3592	0.4147	0.4678	1.8421	1.8947	0.1714
0.4737	0.4984	0.4947	0.4354	0.4753	0.4553	0.7333	0.0702	0.1404
0.4487	0.4989	0.4982	0.4036	0.4802	0.4819	1.2647	0.0577	0.1154
0.4665	0.494	0.4909	0.4316	0.4459	0.438	1.0323	0.1316	0.1842
0.4712	0.4982	0.4963	0.4585	0.4872	0.4395	2.3636	0.1628	0.0698
0.4504	0.4791	0.4986	0.3908	0.4469	0.4826	0.9394	0.6857	0.0909
0.4576	0.4925	0.4917	0.4143	0.4327	0.4337	1.0769	0.1346	0.1538
0.4832	0.4947	0.4922	0.4522	0.4495	0.4336	0.5714	0.1224	0.1429
0.4698	0.4949	0.4866	0.4267	0.4431	0.3827	0.7561	0.1042	0.1458
0.4654	0.4968	0.4988	0.4205	0.479	0.485	0.8421	0.1818	0.0909
0.458	0.4615	0.4954	0.4247	0.4292	0.453	1.3714	1.2857	0.1132
0.4439	0.4858	0.4957	0.3891	0.4716	0.4547	1.1613	1.0323	0.1111
0.4673	0.4684	0.4947	0.4385	0.4383	0.4897	1.2121	1.1212	1.0909
0.4625	0.4693	0.4603	0.4357	0.4453	0.3844	1.5	1.3571	0.5946
0.4812	0.4892	0.4958	0.4478	0.4726	0.4751	0.5926	0.6667	0.2059
0.446	0.476	0.4994	0.3823	0.4458	0.485	0.9688	0.8438	0.0435
0.4686	0.4882	0.4969	0.4291	0.4681	0.462	0.8571	0.6071	0.0909
0.4322	0.4609	0.4991	0.3623	0.4196	0.4867	1.1379	1.0345	0.0714
0.455	0.4929	0.4996	0.4015	0.4833	0.49	0.9394	0.7576	0.0465
0.4402	0.4865	0.49	0.3656	0.4698	0.4755	0.9355	0.8387	0.7097
0.4681	0.4936	0.4892	0.4251	0.4596	0.4202	0.8056	0.1951	0.1707
0.4676	0.4951	0.4985	0.4555	0.4446	0.49	2.8	0.1034	0.1724
0.4572	0.4467	0.4994	0.4168	0.3791	0.485	1.1613	0.9032	0.0455
0.4779	0.4863	0.4925	0.4468	0.47	0.4532	0.75	0.875	0.2
0.4791	0.4978	0.4977	0.4258	0.4871	0.4892	0.4255	0.2128	0.2766
0.4013	0.4677	0.4985	0.3324	0.4417	0.4826	1.76	1.32	0.0952
0.4607	0.4991	0.4992	0.4137	0.4875	0.49	0.9189	0.0833	0.0833
0.4426	0.4924	0.4973	0.3531	0.441	0.4754	0.76	0.1562	0.125
0.4339	0.4814	0.4954	0.3558	0.4646	0.4349	1	1.1471	0.0816
0.4727	0.4688	0.4965	0.4268	0.3849	0.4885	0.6444	0.4222	0.4444
0.4716	0.4968	0.499	0.4321	0.4717	0.4867	0.7742	0.1316	0.0789
0.4827	0.4973	0.4995	0.4434	0.4755	0.49	0.4667	0.1296	0.0556
0.4787	0.4618	0.4889	0.4543	0.4091	0.4706	0.9143	0.8	0.6286
0.45	0.4978	0.4966	0.4122	0.4703	0.4707	1.4583	0.0811	0.1351
0.4777	0.4993	0.4956	0.4513	0.49	0.4303	0.8919	0.0732	0.0732
0.4426	0.4944	0.4946	0.3887	0.4892	0.49	1.2083	1.0833	1.1667
0.4765	0.4971	0.4971	0.4453	0.4772	0.473	0.8	0.1463	0.122
0.4618	0.4919	0.4991	0.42	0.4804	0.49	1	0.7273	0.0952
0.4828	0.498	0.4922	0.4725	0.4729	0.4428	1.7097	0.0833	0.1667
0.461	0.4717	0.4997	0.3946	0.4049	0.48	0.66	0.4706	0.0169
0.4379	0.4989	0.4993	0.3534	0.4851	0.49	0.8718	0.0816	0.0816
0.4413	0.4602	0.4945	0.3854	0.4218	0.4685	1.1935	1.129	0.2174
0.4647	0.4802	0.4929	0.4407	0.4622	0.4871	1.5714	1.1429	1.2143
0.4637	0.4474	0.4991	0.413	0.3372	0.4801	0.7879	0.5758	0.0488
0.4506	0.481	0.4983	0.41	0.4626	0.4841	1.3462	1.0769	0.122
0.4602	0.4602	0.4979	0.4023	0.4041	0.4803	0.7632	0.7895	0.125
0.4465	0.4604	0.4992	0.4002	0.4211	0.46	1.2903	1.0968	0.0208
0.4643	0.4938	0.4965	0.4376	0.4895	0.4648	1.4286	1.4643	0.1136
0.4543	0.48	0.4991	0.4016	0.4079	0.49	0.9677	0.3056	0.1
0.4718	0.4179	0.4882	0.4456	0.3077	0.4632	1.1429	0.9429	0.4878
0.4633	0.4536	0.4942	0.4151	0.3769	0.4416	0.8333	0.6944	0.1163
0.4857	0.4966	0.4993	0.4503	0.4896	0.49	0.4255	0.4894	0.0741
0.4619	0.4759	0.4979	0.4192	0.4294	0.4817	0.9762	0.5581	0.1346
0.4641	0.4995	0.4998	0.4251	0.49	0.49	1	0.0513	0.0256
0.4709	0.4989	0.4953	0.4235	0.4802	0.4473	0.6667	0.0625	0.1042
0.4522	0.4976	0.4978	0.3972	0.4763	0.4863	0.9722	0.1136	0.1905
0.4618	0.4985	0.4979	0.4214	0.4867	0.4851	1.027	0.125	0.1667
0.4821	0.4985	0.4974	0.4343	0.4705	0.4887	0.4	0.0556	0.3
0.4497	0.4917	0.4926	0.3972	0.4835	0.4445	1.0741	1.037	0.1622
0.4489	0.4357	0.4908	0.4171	0.3847	0.41	1.76	1.44	0.125
0.4512	0.4803	0.4967	0.4078	0.461	0.4547	1.2424	1.0606	0.0816
0.4698	0.4992	0.4992	0.421	0.49	0.4801	0.675	0.0851	0.0426
0.4874	0.4722	0.4984	0.4723	0.4237	0.4851	0.8621	0.6207	0.1212
0.468	0.473	0.4969	0.4118	0.4169	0.49	0.625	0.525	0.45
0.4499	0.4966	0.4989	0.404	0.4684	0.4851	1.2121	0.125	0.0833
0.4685	0.4917	0.4935	0.4358	0.4832	0.4595	1.0323	1	0.2
0.4672	0.4965	0.4977	0.4294	0.4159	0.4649	0.9355	0.0476	0.0714
0.466	0.4708	0.4997	0.3971	0.4196	0.49	0.5517	0.6207	0.0278
0.4706	0.4842	0.4935	0.4351	0.463	0.4276	0.8857	0.7714	0.1064
0.48	0.4973	0.4987	0.4033	0.4788	0.4767	0.2889	0.1458	0.0625
0.3718	0.4348	0.4995	0.2504	0.383	0.49	1.48	1.44	0.0476
0.4448	0.4976	0.4996	0.359	0.4764	0.49	0.7568	0.1136	0.0455
0.4583	0.4989	0.4975	0.4035	0.49	0.478	0.8462	0.129	0.129
0.4473	0.4908	0.4991	0.3963	0.4807	0.49	1.1613	0.9355	0.1
0.4142	0.4606	0.4993	0.3845	0.4426	0.49	3.3125	2.3125	0.0769
0.4801	0.4815	0.4964	0.443	0.4326	0.29	0.5714	0.4048	0.0222
0.4566	0.4463	0.4983	0.3825	0.3625	0.4821	0.6667	0.75	0.1087
0.4839	0.4994	0.4983	0.4562	0.485	0.4709	0.6098	0.0435	0.0652
0.462	0.4605	0.4979	0.4036	0.3909	0.4844	0.7222	0.6389	0.1556
0.4707	0.4848	0.4992	0.4136	0.4427	0.49	0.5641	0.3846	0.093
0.46	0.4873	0.4984	0.408	0.4651	0.488	0.8519	0.5926	0.1562
0.4781	0.4833	0.4961	0.4124	0.4264	0.4729	0.3659	0.3171	0.1702
0.4664	0.4955	0.4993	0.3881	0.4582	0.49	0.4857	0.125	0.075
0.4702	0.4996	0.4973	0.4306	0.49	0.4742	0.8108	0.0408	0.1224
0.4613	0.4835	0.4958	0.4166	0.4623	0.4738	0.9459	0.8108	0.1961
0.489	0.4859	0.496	0.4528	0.4263	0.386	0.3191	0.2553	0.0408
0.4749	0.4994	0.5	0.4421	0.49	NA	0.8108	0.0667	0
0.4634	0.4974	0.4988	0.4287	0.4817	0.4801	1.1389	0.1667	0.0625
0.447	0.4579	0.4993	0.378	0.34	0.485	0.8824	0.4286	0.0465
0.478	0.4817	0.4925	0.4496	0.4599	0.4414	0.8205	0.8718	0.1569
0.4823	0.4978	0.4989	0.4248	0.49	0.4851	0.3333	0.2889	0.0816
0.4791	0.499	0.4997	0.4373	0.4827	0.49	0.5345	0.0625	0.0312
0.4322	0.4912	0.4981	0.3363	0.4816	0.4886	0.8571	0.9286	0.2
0.4726	0.4582	0.4998	0.4415	0.4106	0.49	0.9355	0.9677	0.025
0.4731	0.4651	0.4991	0.4217	0.3964	0.4834	0.5682	0.5682	0.06
0.4669	0.4994	0.4965	0.3964	0.49	0.4895	0.525	0.0638	0.5
0.48	0.4493	0.4906	0.4592	0.3991	0.4077	1	1.1304	0.125
0.4568	0.4912	0.4946	0.3578	0.4735	0.4245	0.5128	0.5128	0.0833
0.4754	0.4692	0.4926	0.4426	0.4273	0.4814	0.7949	0.7949	0.6667
0.4862	0.4939	0.4992	0.4609	0.4829	0.49	0.5714	0.5714	0.0857
0.4698	0.4777	0.4988	0.434	0.4508	0.485	0.9062	0.875	0.0909
0.4693	0.4989	0.4944	0.4375	0.4834	0.4697	1.0323	0.0698	0.2326
0.4765	0.4515	0.4915	0.4534	0.3823	0.4797	1.0667	0.8	0.7333
0.4521	0.4989	0.4995	0.3664	0.4801	0.49	0.6512	0.0577	0.0577
0.4481	0.498	0.4986	0.3851	0.4757	0.4883	0.9375	0.0909	0.1364
0.4656	0.496	0.4958	0.4272	0.4803	0.47	0.9697	0.2619	0.1667
0.4609	0.4967	0.4994	0.4357	0.4778	0.49	1.6667	0.1778	0.0667
0.4596	0.4124	0.4827	0.4261	0.3176	0.4667	1.3077	1.1538	1.1154
0.4509	0.4854	0.495	0.402	0.4712	0.49	1.1212	1.0606	1.0303
0.4655	0.4749	0.4981	0.3872	0.4288	0.4428	0.5	0.587	0.037
0.4598	0.4973	0.4967	0.3929	0.4838	0.4629	0.6774	0.2051	0.1026
0.4677	0.4995	0.4979	0.4217	0.49	0.4804	0.7647	0.0488	0.122
0.4786	0.46	0.4935	0.4406	0.3808	0.4294	0.6	0.5778	0.1091
0.4559	0.457	0.4935	0.4005	0.4002	0.3315	0.8889	0.8444	0.0484
0.4693	0.4819	0.4813	0.4249	0.4486	0.258	0.75	0.575	0.1111
0.475	0.471	0.4973	0.419	0.4142	0.4773	0.4878	0.561	0.14
0.4627	0.495	0.4955	0.4266	0.4697	0.4649	1.12	0.2051	0.1538
0.4902	0.4691	0.4862	0.477	0.4265	0.4666	0.7576	0.7879	0.7273
0.4579	0.4951	0.4988	0.4182	0.4893	0.4851	1.1562	0.8438	0.0909
0.4793	0.4796	0.4932	0.4517	0.4455	0.4448	0.7895	0.6316	0.1489
0.4746	0.4943	0.4993	0.4073	0.473	0.47	0.4167	0.2778	0.0244
0.4786	0.4621	0.4991	0.4327	0.3799	0.4867	0.5	0.5263	0.0732
0.4595	0.4767	0.4981	0.39	0.4278	0.4563	0.6571	0.5143	0.0465
0.4528	0.4552	0.5	0.3788	0.3772	NA	0.7317	0.6585	0
0.4594	0.4697	0.4955	0.4131	0.4362	0.4664	0.9667	0.9667	0.1622
0.4693	0.4985	0.4987	0.4145	0.4872	0.4657	0.6154	0.1373	0.0392
0.4551	0.498	0.4981	0.4019	0.4836	0.4557	0.9412	0.1395	0.0465
0.4742	0.4967	0.4983	0.4431	0.4829	0.488	0.8846	0.2414	0.1724
0.4758	0.4645	0.4984	0.4259	0.3578	0.4851	0.525	0.3902	0.1224
0.4626	0.4979	0.497	0.4075	0.4858	0.4769	0.75	0.1795	0.1538
0.4085	0.4927	0.4995	0.342	0.4878	0.49	1.6667	1.5	0.0541
0.4719	0.4786	0.4995	0.427	0.4353	0.49	0.6765	0.5294	0.0541
0.4262	0.4528	0.499	0.3486	0.4067	0.49	1.1364	1.1364	0.1071
0.4638	0.4991	0.4995	0.4245	0.4867	0.49	1	0.075	0.05
0.476	0.4885	0.496	0.4473	0.4722	0.4757	0.8846	0.7308	0.2
0.4711	0.4735	0.4978	0.4153	0.4205	0.4744	0.5682	0.5455	0.0943
0.4688	0.4969	0.4995	0.4208	0.465	0.49	0.7097	0.1	0.05
0.4782	0.4953	0.4955	0.4226	0.4732	0.4809	0.4259	0.2203	0.3148
0.4589	0.4955	0.4955	0.4195	0.4599	0.4424	1.1379	0.1333	0.0889
0.4519	0.4417	0.4987	0.4018	0.3689	0.4802	1.069	0.931	0.0732
0.4654	0.4619	0.4998	0.4243	0.4017	0.49	0.9118	0.7059	0.0238
0.4619	0.4973	0.4997	0.4204	0.4732	0.49	1	0.1143	0.0286
0.4546	0.4599	0.4824	0.4042	0.4091	0.4586	1	0.871	0.7742
0.4769	0.4744	0.4986	0.4504	0.4416	0.4861	0.9143	0.8286	0.1136
0.4564	0.4976	0.495	0.4082	0.482	0.4896	1	0.1538	0.9286
0.444	0.4998	0.4965	0.3799	0.49	0.4708	1	0.0233	0.1395
0.4613	0.4934	0.4959	0.4203	0.4412	0.442	1.0323	0.1351	0.0811
0.477	0.4918	0.4865	0.4454	0.4795	0.4652	0.7714	0.6857	0.6571
0.4646	0.4985	0.4942	0.411	0.486	0.4085	0.7273	0.125	0.075
0.4739	0.4988	0.4967	0.4366	0.4883	0.466	0.75	0.1111	0.1111
0.4218	0.4993	0.4939	0.3708	0.485	0.49	1.7826	0.0513	1.5652
0.4523	0.4944	0.4971	0.3914	0.4871	0.474	0.8857	0.7714	0.1277
0.4833	0.5	0.4981	0.4487	NA	0.4786	0.5116	0	0.1
0.4861	0.4701	0.4931	0.4717	0.4302	0.4851	1	0.8077	0.8846
0.465	0.4975	0.4998	0.4029	0.4588	0.49	0.625	0.0678	0.0169
0.4264	0.4892	0.4944	0.3799	0.4807	0.4525	1.8182	1.3043	0.1389
0.4504	0.4705	0.4908	0.3729	0.4163	0.4781	0.7381	0.5952	0.7381
0.4274	0.4514	0.4948	0.3767	0.4154	0.4541	1.6522	1.4783	0.1351
0.4419	0.4855	0.4977	0.3946	0.4741	0.485	1.3846	1.3077	0.1818
0.4649	0.4991	0.4992	0.4342	0.4875	0.4801	1.2258	0.0833	0.0417
0.4592	0.4415	0.4925	0.4115	0.3314	0.4779	0.9412	0.6471	0.5294
0.486	0.4991	0.4956	0.4791	0.49	0.4491	2.0952	0.1	0.1
0.4761	0.4593	0.4928	0.4472	0.4018	0.434	0.8788	0.7879	0.1316
0.4439	0.4998	0.4998	0.4042	0.49	0.49	1.5769	0.025	0.025
0.4637	0.4601	0.4773	0.4231	0.4107	0.3605	0.973	0.8919	0.2273
0.4712	0.4729	0.4981	0.4325	0.4351	0.4851	0.8	0.7667	0.15
0.4827	0.4839	0.4966	0.4508	0.4272	0.4273	0.5714	0.3061	0.0536
0.4635	0.4968	0.4962	0.4301	0.4782	0.4441	1.1765	0.1731	0.0769
0.4949	0.4789	0.4958	0.4812	0.4138	0.4808	0.3778	0.3556	0.2889
0.4676	0.4948	0.4988	0.4429	0.4757	0.4752	1.3929	0.2821	0.0513
0.4757	0.4933	0.4926	0.4572	0.4436	0.4864	1.375	0.1429	1.2188
0.4966	0.4675	0.4986	0.4892	0.4045	0.4834	0.4643	0.5714	0.0909
0.4481	0.4751	0.4988	0.3992	0.4409	0.49	1.1852	0.7778	0.1429
0.4465	0.4952	0.4991	0.3836	0.4718	0.48	0.9706	0.2093	0.0465
0.4706	0.4996	0.4975	0.4284	0.49	0.4629	0.75	0.0377	0.0755
0.4406	0.4901	0.4992	0.3836	0.4805	0.49	1.1875	1.0625	0.0851
0.4847	0.4976	0.4998	0.4627	0.4786	0.49	0.7241	0.1282	0.0256
0.4179	0.4403	0.4986	0.3677	0.4037	0.4851	1.9091	1.8182	0.1053
0.4787	0.4988	0.4966	0.4419	0.4802	0.4597	0.6154	0.0635	0.0952
0.447	0.494	0.4996	0.4165	0.49	0.49	1.9091	1.5	0.0465
0.4758	0.4989	0.4982	0.4325	0.488	0.4757	0.6	0.102	0.0816
0.4509	0.4863	0.4813	0.4109	0.4756	0.4671	1.3548	1.3226	1.3548
0.4498	0.4728	0.4921	0.4233	0.4567	0.4623	2.0588	1.7647	0.2759
0.4584	0.4414	0.495	0.3936	0.3519	0.3513	0.7222	0.7778	0.0408
0.4642	0.4972	0.4876	0.4354	0.461	0.4715	1.3333	0.08	0.7941
0.4801	0.4893	0.497	0.4514	0.4726	0.4566	0.7317	0.6585	0.0784
0.4801	0.4621	0.4946	0.4395	0.3926	0.4366	0.5227	0.6136	0.1
0.4734	0.4987	0.4987	0.4368	0.4834	0.4834	0.7778	0.0882	0.0882
0.4227	0.5	0.4948	0.3507	NA	0.4622	1.28	0	0.1667
0.4773	0.494	0.4972	0.4547	0.4858	0.4437	1.0476	0.7381	0.0545
0.4776	0.4969	0.4962	0.4533	0.4813	0.4708	0.9688	0.2051	0.1538
0.4817	0.4759	0.4958	0.4509	0.4348	0.4612	0.6271	0.6271	0.1268
0.4372	0.44	0.4898	0.3861	0.375	0.4806	1.4	1.0667	1.1333
0.4524	0.4982	0.4978	0.4125	0.4776	0.4768	1.3103	0.087	0.1087
0.4371	0.4958	0.4975	0.3853	0.4696	0.4821	1.381	0.1667	0.1667
0.447	0.4784	0.4995	0.3883	0.4532	0.49	1.025	0.9	0.0492
0.4651	0.4823	0.4998	0.4215	0.4583	0.49	0.8718	0.7692	0.0196
0.4814	0.4988	0.4973	0.4502	0.4705	0.4744	0.6296	0.0455	0.1212
0.4775	0.4929	0.4945	0.4425	0.4192	0.4237	0.6842	0.1042	0.0833
0.4593	0.4975	0.4951	0.4215	0.483	0.4426	1.1724	0.175	0.1
0.4748	0.4851	0.4927	0.4429	0.4624	0.4829	0.8421	0.6842	0.7632
0.4795	0.4972	0.5	0.4397	0.4644	NA	0.5476	0.087	0
0.4418	0.4957	0.4942	0.4035	0.4875	0.49	1.6923	0.5263	1.3846
0.4707	0.4426	0.4932	0.4236	0.3476	0.4825	0.6744	0.7209	0.6512
0.4602	0.4547	0.4995	0.4196	0.3823	0.49	1.0714	0.7143	0.0571
0.4715	0.4528	0.4848	0.442	0.3852	0.4634	1.0294	0.7941	0.7353
0.4602	0.4939	0.4915	0.4097	0.398	0.4757	0.871	0.0714	0.5484
0.4634	0.438	0.4952	0.4236	0.3521	0.4896	1	0.8571	0.8571
0.4711	0.4661	0.4938	0.4039	0.3694	0.4442	0.4762	0.4048	0.1333
0.4671	0.4865	0.4995	0.4021	0.457	0.49	0.5625	0.4792	0.0545
0.4842	0.4595	0.4987	0.4553	0.3551	0.488	0.5714	0.4571	0.1282
0.4919	0.4933	0.4953	0.4719	0.4732	0.4723	0.4138	0.3448	0.2121
0.4638	0.4754	0.4966	0.402	0.4334	0.4631	0.6522	0.6304	0.1071
0.4644	0.4894	0.4946	0.3879	0.4686	0.4581	0.5278	0.5278	0.1538
0.453	0.4974	0.4937	0.4073	0.4816	0.4595	1.1379	0.1667	0.1905
0.4767	0.4704	0.4882	0.4391	0.377	0.4582	0.6591	0.3636	0.4091
0.4773	0.4455	0.4986	0.4473	0.33	0.4801	0.8	0.575	0.0755
0.4715	0.4983	0.499	0.4295	0.4863	0.49	0.7333	0.1429	0.1071
0.4733	0.4615	0.4987	0.4281	0.3641	0.485	0.6389	0.4595	0.093
0.4727	0.4868	0.499	0.4151	0.4442	0.4801	0.52	0.3269	0.0517
0.486	0.4956	0.4957	0.4635	0.3847	0.4548	0.6486	0.0444	0.1111
0.4671	0.4992	0.4964	0.4013	0.4802	0.4864	0.5556	0.0411	0.3651
0.4736	0.4932	0.4959	0.4278	0.4557	0.4585	0.6222	0.1887	0.1132
0.4769	0.4952	0.4951	0.4371	0.408	0.4633	0.619	0.06	0.16
0.4652	0.4647	0.4995	0.4277	0.4219	0.48	1	0.8966	0.0238
0.4702	0.4718	0.499	0.4434	0.4326	0.49	1.1818	0.7727	0.1154
0.4604	0.4818	0.4948	0.4247	0.464	0.43	1.2059	1.0588	0.087
0.4312	0.45	0.4954	0.3653	0.4022	0.4412	1.2222	1.1667	0.0909
0.4258	0.489	0.499	0.3492	0.4793	0.49	1.1562	1.1562	0.1064
0.4697	0.4977	0.4918	0.4328	0.4728	0.4788	0.881	0.0943	0.6429
0.4605	0.4687	0.494	0.4098	0.4295	0.4186	0.8611	0.8611	0.087
0.4748	0.4867	0.4995	0.4256	0.4532	0.48	0.5556	0.4167	0.0238
0.4581	0.4951	0.4936	0.4173	0.4603	0.4557	1.125	0.1471	0.1765
0.4652	0.4991	0.4953	0.4038	0.4867	0.4616	0.6286	0.0732	0.1463
0.4768	0.4774	0.4988	0.4361	0.4313	0.49	0.6111	0.5278	0.1395
0.4806	0.4578	0.4964	0.4549	0.3932	0.4526	0.7941	0.7353	0.087
0.4808	0.4711	0.4962	0.4478	0.42	0.49	0.6154	0.6154	0.6154
0.4326	0.4652	0.4958	0.3895	0.4419	0.4576	1.7778	1.5926	0.1136
0.4298	0.4777	0.4933	0.3661	0.4578	0.4867	1.2857	1.1786	1.0357
0.4552	0.4676	0.4965	0.3842	0.4143	0.49	0.7179	0.6667	0.5385
0.4723	0.496	0.4981	0.4294	0.436	0.4705	0.6944	0.0714	0.0714
0.4654	0.4881	0.4984	0.4174	0.4688	0.4844	0.7872	0.6383	0.1186
0.4523	0.4659	0.4958	0.4037	0.4237	0.49	1.0909	0.8788	0.7273
0.4611	0.4998	0.499	0.4291	0.49	0.4834	1.3125	0.0227	0.0682
0.4838	0.4736	0.4982	0.4521	0.3909	0.4705	0.5385	0.359	0.0682
0.4673	0.4375	0.4979	0.4234	0.3287	0.4766	0.8108	0.7027	0.102
0.4657	0.4722	0.4991	0.4096	0.4277	0.4875	0.675	0.675	0.0833
0.4422	0.4924	0.4972	0.3688	0.4363	0.4258	0.9143	0.1458	0.0417
0.4416	0.4888	0.4962	0.3902	0.4789	0.4771	1.2857	1.1429	0.2051
0.442	0.441	0.4911	0.3671	0.3643	0.48	0.9	0.9	0.825
