ncvFD_AFR	ncvFD_EUR	ncvFD_ASN	ncv_AFR	ncv_EUR	ncv_ASN	hka_AFR	hka_EUR	hka_ASN	tajd_AFR
0.3927	0.3779	0.3827	0.2823	0.1653	0.2233	1.2857	0.9286	1.0714	2.42013
0.4114	0.41	0.4133	0.2676	0.2426	0.2377	0.8269	0.75	0.6923	2.72113
0.4436	0.4488	0.4728	0.3297	0.2875	0.3821	0.6047	0.4091	0.3409	1.43141
0.3601	0.3586	0.4727	0.2558	0.2467	0.4542	1.875	1.7917	1.5417	2.93392
0.3903	0.4011	0.4789	0.2799	0.2679	0.4538	1.32	1	0.88	2.44362
0.4476	0.45	0.4935	0.3688	0.351	0.4806	0.7714	0.6	0.5143	0.577055
0.4232	0.416	0.4774	0.3319	0.2831	0.4438	1.0286	0.8286	0.7143	1.43277
0.4197	0.4238	0.4285	0.3122	0.3272	0.2721	0.9394	0.9697	0.6061	1.81703
0.4507	0.4434	0.4736	0.3527	0.2354	0.423	0.5946	0.3784	0.5676	0.920828
0.4373	0.4369	0.4674	0.2986	0.2467	0.3915	0.5758	0.4545	0.4848	1.96025
0.4423	0.4404	0.4339	0.3529	0.3384	0.2199	0.7647	0.7059	0.4412	0.935672
0.3541	0.3214	0.4319	0.2688	0.1489	0.3882	2.3462	1.8077	1.7692	2.76488
0.4263	0.4219	0.4586	0.3104	0.2408	0.367	0.8	0.6	0.525	1.85893
0.4161	0.4241	0.4319	0.2562	0.3094	0.29	0.7143	0.8333	0.619	2.82451
0.4475	0.4453	0.4564	0.2915	0.2803	0.3062	0.4318	0.4318	0.3636	2.08618
0.4271	0.423	0.4871	0.3389	0.2766	0.4641	1	0.6944	0.5833	1.28046
0.4085	0.3899	0.4082	0.2967	0.1504	0.2453	1.0541	0.7568	0.7838	2.16384
0.4066	0.4016	0.4369	0.2454	0.1833	0.3496	0.8056	0.6944	0.8611	2.98604
0.3541	0.3435	0.4889	0.2296	0.1691	0.481	1.7143	1.4762	1.4286	3.2927
0.4206	0.4076	0.4204	0.3315	0.2772	0.2677	1.0909	0.9394	0.697	1.44213
0.3907	0.3719	0.4444	0.2963	0.1954	0.3834	1.5	1.1154	1.0385	2.17279
0.4344	0.4216	0.4435	0.3216	0.2085	0.3197	0.7179	0.5385	0.5641	1.61062
0.403	0.3904	0.4388	0.2952	0.1895	0.352	1.1622	0.8378	0.8378	2.21154
0.3699	0.3607	0.4411	0.2351	0.1796	0.3848	1.3871	1.2258	1.1935	3.25863
0.4284	0.4074	0.4399	0.3512	0.2735	0.3636	1.1053	0.9211	0.9211	1.01969
0.4245	0.4242	0.4874	0.2981	0.3171	0.4675	0.7647	0.8824	0.6571	2.05327
0.3865	0.3812	0.4821	0.2571	0.1762	0.4636	1.2083	0.9167	1	2.79941
0.4107	0.4111	0.4092	0.2784	0.2691	0.2415	0.8919	0.8378	0.7568	2.47078
0.4052	0.3977	0.3879	0.2801	0.2222	0.1803	1	0.8438	0.8438	2.43275
0.4318	0.4286	0.4386	0.332	0.2827	0.3058	0.8333	0.6389	0.5833	1.40544
0.4315	0.4338	0.4286	0.3031	0.2671	0.1828	0.6765	0.5294	0.4412	1.92885
0.4389	0.4369	0.4341	0.335	0.2958	0.2555	0.7143	0.5714	0.5	1.27706
0.411	0.3936	0.4161	0.3463	0.258	0.3102	1.6538	1.0769	1	1.13266
0.4346	0.4339	0.4557	0.2633	0.2598	0.3583	0.5111	0.5111	0.5333	2.62501
0.4139	0.4181	0.4089	0.3008	0.2808	0.1188	0.973	0.7838	0.5405	2.07026
0.4032	0.3954	0.3888	0.3115	0.2256	0.2204	1.3333	0.8889	0.963	1.85705
0.4309	0.4193	0.4202	0.3223	0.2143	0.1721	0.7857	0.5714	0.5	1.62335
0.4238	0.4152	0.4557	0.3279	0.2171	0.3563	0.9762	0.619	0.5238	1.53402
0.4565	0.4531	0.4699	0.304	0.2177	0.3187	0.3585	0.283	0.2453	1.86248
0.4478	0.4412	0.4413	0.2936	0.2587	0.2098	0.4333	0.4333	0.3667	1.92343
0.399	0.3857	0.3882	0.2865	0.2452	0.2526	1.1786	1.1429	1.1429	2.32213
0.4157	0.411	0.4102	0.2658	0.2027	0.1848	0.7561	0.6341	0.6098	2.67351
0.4179	0.407	0.4231	0.3377	0.2503	0.3036	1.2424	0.8182	0.8182	1.32204
