ncvFD_AFR	ncvFD_EUR	ncvFD_ASN	ncv_AFR	ncv_EUR	ncv_ASN	hka_AFR	hka_EUR	hka_ASN	tajd_AFR
0.4591	0.4737	0.4926	0.3868	0.4254	0.4589	0.641	0.5897	0.2273	0.148147
0.4608	0.4867	0.4983	0.3808	0.4528	0.4768	0.5588	0.4118	0.0811	0.281677
0.4899	0.4902	0.4974	0.4591	0.4465	0.4829	0.3421	0.2368	0.1842	-1.58929
0.482	0.484	0.4803	0.4247	0.4137	0.4064	0.3409	0.25	0.2955	-0.752112
0.4805	0.4705	0.4932	0.4363	0.3502	0.4633	0.4737	0.2895	0.2368	-1.07367
0.4683	0.4662	0.4796	0.3914	0.3489	0.3946	0.4634	0.3415	0.2683	0.0361396
0.4643	0.4577	0.4842	0.3959	0.3452	0.4576	0.5862	0.4483	0.6207	-0.0690859
0.4816	0.4646	0.4902	0.43	0.3642	0.4682	0.3846	0.4103	0.4615	-0.88315
0.4773	0.4901	0.498	0.4134	0.4577	0.4835	0.3902	0.3171	0.1429	-0.482746
0.4858	0.4871	0.483	0.449	0.4217	0.4039	0.4048	0.2143	0.2381	-1.39395
0.4717	0.488	0.4929	0.4128	0.4466	0.434	0.5278	0.3056	0.1282	-0.482146
0.4837	0.4907	0.4996	0.4452	0.4199	0.48	0.4468	0.1429	0.0189	-1.33651
0.4799	0.4905	0.4966	0.4268	0.4032	0.4519	0.4082	0.12	0.08	-0.840583
0.482	0.476	0.4982	0.4235	0.2753	0.4678	0.3333	0.1556	0.0612	-0.723743
0.4621	0.4766	0.498	0.3522	0.3539	0.49	0.4082	0.2245	0.2449	0.918515
0.4848	0.4855	0.4994	0.4389	0.4166	0.49	0.3542	0.2292	0.06	-1.12988
0.4666	0.4689	0.498	0.3912	0.3773	0.4705	0.5	0.3889	0.0769	0.0398416
0.4786	0.4564	0.494	0.4262	0.2832	0.4776	0.4419	0.3256	0.3721	-0.820076
0.4697	0.4958	0.4967	0.4022	0.4595	0.4492	0.5	0.122	0.0732	-0.21874
0.4573	0.4724	0.4759	0.4	0.3706	0.4048	0.8333	0.3125	0.375	-0.174351
0.466	0.4872	0.4931	0.396	0.427	0.3523	0.5455	0.2286	0.0571	-0.0731325
0.4679	0.4839	0.4916	0.4043	0.4358	0.4334	0.561	0.3571	0.1556	-0.280249
0.4577	0.4615	0.4645	0.3858	0.356	0.228	0.6667	0.4286	0.2093	0.175718
0.4668	0.4594	0.4933	0.4077	0.3894	0.4482	0.6207	0.6552	0.1562	-0.35358
0.4449	0.4688	0.4822	0.3937	0.3379	0.4207	1.2143	0.2857	0.3143	-0.0198804
0.472	0.474	0.4885	0.4041	0.4154	0.3905	0.4571	0.4857	0.1316	-0.259602
0.4751	0.4954	0.498	0.3979	0.467	0.4713	0.3607	0.1692	0.0769	-0.121855
0.4764	0.4777	0.4846	0.416	0.3669	0.412	0.4286	0.2326	0.2326	-0.557662
0.472	0.4737	0.4998	0.3802	0.3885	0.49	0.3478	0.3478	0.02	0.288201
0.4748	0.4931	0.4862	0.4225	0.4593	0.3809	0.5217	0.2128	0.1489	-0.747126
0.4685	0.4675	0.4996	0.3727	0.3313	0.49	0.3778	0.2889	0.0408	0.458008
0.479	0.4864	0.4971	0.4129	0.4291	0.4795	0.3488	0.2558	0.1702	-0.467072
0.4804	0.4945	0.4897	0.4269	0.4403	0.4258	0.3953	0.1087	0.1739	-0.823046
